run,model.model.training,model.model.input_channels,model.model.num_classes,model.model.conv_blocks,model.model.base_filters,model.model.filters_growth,model.model.kernel_size,model.model.pool_kernel,model.model.norm,model.model.hidden_units,model.model.dropout_p,model.model.global_pool,model.types.training,model.types.input_channels,model.types.num_classes,model.types.conv_blocks,model.types.base_filters,model.types.filters_growth,model.types.kernel_size,model.types.pool_kernel,model.types.norm,model.types.hidden_units,model.types.dropout_p,model.types.global_pool,settings.model.epochs,settings.model.metrics,settings.model.logdir,settings.model.train_steps,settings.model.valid_steps,settings.model.reporttypes,settings.model.optimizer_kwargs.lr,settings.model.optimizer_kwargs.weight_decay,settings.model.scheduler_kwargs.factor,settings.model.scheduler_kwargs.patience,settings.model.earlystop_kwargs.save,settings.model.earlystop_kwargs.verbose,settings.model.earlystop_kwargs.patience,settings.types.epochs,settings.types.metrics,settings.types.logdir,settings.types.train_steps,settings.types.valid_steps,settings.types.reporttypes,settings.types.optimizer_kwargs,settings.types.scheduler_kwargs,settings.types.earlystop_kwargs,final_metric,final_metric_source,final_metric_file
20250919-235604,True,1,10,4,16,2.0,3,2,none,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-235634,True,1,10,4,16,2.0,3,2,none,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-235704,True,1,10,4,16,2.0,3,2,none,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-235735,True,1,10,4,16,2.0,3,2,none,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-235805,True,1,10,4,16,2.0,3,2,none,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-235839,True,1,10,4,16,2.0,3,2,none,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-235911,True,1,10,4,16,2.0,3,2,none,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250919-235942,True,1,10,4,16,2.0,3,2,none,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-000013,True,1,10,4,16,2.0,3,2,batch,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-000050,True,1,10,4,16,2.0,3,2,batch,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-000126,True,1,10,4,16,2.0,3,2,batch,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-000201,True,1,10,4,16,2.0,3,2,batch,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-000236,True,1,10,4,16,2.0,3,2,batch,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-000311,True,1,10,4,16,2.0,3,2,batch,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-000349,True,1,10,4,16,2.0,3,2,batch,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-000425,True,1,10,4,16,2.0,3,2,batch,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-000501,True,1,10,4,16,2.0,3,2,batch,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-000535,True,1,10,4,16,2.0,3,2,batch,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-000609,True,1,10,4,16,2.0,3,2,batch,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-000642,True,1,10,4,16,2.0,3,2,batch,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-000716,True,1,10,4,16,2.0,3,2,batch,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-000752,True,1,10,4,16,2.0,3,2,batch,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-000829,True,1,10,4,16,2.0,3,2,batch,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-000905,True,1,10,4,16,2.0,3,2,batch,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-000940,True,1,10,4,16,2.0,3,2,layer,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-001014,True,1,10,4,16,2.0,3,2,layer,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-001046,True,1,10,4,16,2.0,3,2,layer,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-001118,True,1,10,4,16,2.0,3,2,layer,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-001150,True,1,10,4,16,2.0,3,2,layer,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-001225,True,1,10,4,16,2.0,3,2,layer,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-001258,True,1,10,4,16,2.0,3,2,layer,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-001331,True,1,10,4,16,2.0,3,2,layer,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-001404,True,1,10,4,16,2.0,3,2,layer,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-001437,True,1,10,4,16,2.0,3,2,layer,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-001511,True,1,10,4,16,2.0,3,2,layer,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-001545,True,1,10,4,16,2.0,3,2,layer,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-001621,True,1,10,4,16,2.0,3,2,layer,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-001657,True,1,10,4,16,2.0,3,2,layer,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-001733,True,1,10,4,16,2.0,3,2,layer,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-001809,True,1,10,4,16,2.0,3,2,layer,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-001843,True,1,10,4,32,1.0,3,2,none,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-001915,True,1,10,4,32,1.0,3,2,none,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-001947,True,1,10,4,32,1.0,3,2,none,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-002019,True,1,10,4,32,1.0,3,2,none,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-002049,True,1,10,4,32,1.0,3,2,none,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-002121,True,1,10,4,32,1.0,3,2,none,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-002154,True,1,10,4,32,1.0,3,2,none,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-002227,True,1,10,4,32,1.0,3,2,none,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-002258,True,1,10,4,32,1.0,3,2,none,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-002332,True,1,10,4,32,1.0,3,2,none,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-002403,True,1,10,4,32,1.0,3,2,none,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-002435,True,1,10,4,32,1.0,3,2,none,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-002507,True,1,10,4,32,1.0,3,2,none,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-002539,True,1,10,4,32,1.0,3,2,none,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-002612,True,1,10,4,32,1.0,3,2,none,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-002646,True,1,10,4,32,1.0,3,2,none,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-002717,True,1,10,4,32,1.0,3,2,batch,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-002757,True,1,10,4,32,1.0,3,2,batch,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-002835,True,1,10,4,32,1.0,3,2,batch,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-002914,True,1,10,4,32,1.0,3,2,batch,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-002953,True,1,10,4,32,1.0,3,2,batch,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-003035,True,1,10,4,32,1.0,3,2,batch,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-003113,True,1,10,4,32,1.0,3,2,batch,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-003153,True,1,10,4,32,1.0,3,2,batch,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-003233,True,1,10,4,32,1.0,3,2,batch,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-003312,True,1,10,4,32,1.0,3,2,batch,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-003353,True,1,10,4,32,1.0,3,2,batch,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-003433,True,1,10,4,32,1.0,3,2,batch,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-003515,True,1,10,4,32,1.0,3,2,batch,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-003556,True,1,10,4,32,1.0,3,2,batch,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-003636,True,1,10,4,32,1.0,3,2,batch,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-003716,True,1,10,4,32,1.0,3,2,batch,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-003755,True,1,10,4,32,1.0,3,2,layer,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-003832,True,1,10,4,32,1.0,3,2,layer,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-003909,True,1,10,4,32,1.0,3,2,layer,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-003945,True,1,10,4,32,1.0,3,2,layer,128,0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-004021,True,1,10,4,32,1.0,3,2,layer,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-004058,True,1,10,4,32,1.0,3,2,layer,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-004136,True,1,10,4,32,1.0,3,2,layer,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-004213,True,1,10,4,32,1.0,3,2,layer,"128,64",0.0,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-004250,True,1,10,4,32,1.0,3,2,layer,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-004327,True,1,10,4,32,1.0,3,2,layer,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-004402,True,1,10,4,32,1.0,3,2,layer,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-004438,True,1,10,4,32,1.0,3,2,layer,128,0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
20250920-004516,True,1,10,4,32,1.0,3,2,layer,"128,64",0.3,adaptive,bool,int,int,int,int,float,int,int,str,list,float,str,6,Accuracy,modellogs,200,100,"ReportTypes.MLFLOW,ReportTypes.TOML",0.001,1e-05,0.1,10,False,True,10,int,list,WindowsPath,int,int,list,dict,dict,dict,,,
